Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,IN,46176,SHELBY,3173923211,Acute Care Hospitals,Government - Local,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"2451 INTELLIPLEX DR
SHELBYVILLE, IN
(39.559794, -85.783969)"
180106,THE MEDICAL CENTER AT ALBANY,723 BURKESVILLE ROAD,ALBANY,KY,42602,CLINTON,6063876421,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"723 BURKESVILLE ROAD
ALBANY, KY
(36.698335, -85.146554)"
210018,MEDSTAR MONTGOMERY MEDICAL CENTER,18101 PRINCE PHILIP DRIVE,OLNEY,MD,20832,MONTGOMERY,3017748882,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Below the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,"18101 PRINCE PHILIP DRIVE
OLNEY, MD
(39.153858, -77.056819)"
220015,"COOLEY DICKINSON HOSPITAL INC,THE",30 LOCUST STREET,NORTHAMPTON,MA,1060,HAMPSHIRE,4135822000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"30 LOCUST STREET
NORTHAMPTON, MA
(42.331632, -72.653387)"
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,IN,46140,HANCOCK,3174625544,Acute Care Hospitals,Government - Local,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"801 N STATE ST
GREENFIELD, IN
(39.794952, -85.769604)"
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525,COOK,7083521200,Acute Care Hospitals,Voluntary non-profit - Church,True,True,5,There are too few measures or measure groups reported to calculate a star rating or measure group score,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"5101 S WILLOW SPRINGS RD
LA GRANGE, IL
(41.797382, -87.888407)"
161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,CRESCO,IA,52136,HOWARD,5635472101,Critical Access Hospitals,Voluntary non-profit - Other,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"235 8TH AVENUE WEST
CRESCO, IA
(43.381891, -92.117764)"
190151,RICHARDSON MEDICAL CENTER,254 HIGHWAY 3048,RAYVILLE,LA,71269,RICHLAND,3187284181,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"254 HIGHWAY 3048
RAYVILLE, LA
(32.463973, -91.747879)"
161340,DECATUR COUNTY HOSPITAL,1405 NW CHURCH STREET,LEON,IA,50144,DECATUR,6414464871,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1405 NW CHURCH STREET
LEON, IA
(40.750308, -93.747789)"
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,46032,HAMILTON,3176882000,Acute Care Hospitals,Proprietary,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,"11700 N MERIDIAN ST
CARMEL, IN
(39.959275, -86.162356)"
161338,MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN,201 EIGHTH AVENUE SE,OELWEIN,IA,50662,FAYETTE,3192836000,Critical Access Hospitals,Voluntary non-profit - Church,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"201 EIGHTH AVENUE SE
OELWEIN, IA
(42.675419, -91.902613)"
161304,CHI HEALTH  - MERCY CORNING,603 ROSARY DRIVE,CORNING,IA,50841,ADAMS,6413223121,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"603 ROSARY DRIVE
CORNING, IA
(40.988375, -94.747914)"
140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,8158422828,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"2500 WEST REYNOLDS STREET
PONTIAC, IL
(40.873402, -88.678583)"
141338,MEMORIAL HOSPITAL,1900 STATE STREET,CHESTER,IL,62233,RANDOLPH,6188264581,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1900 STATE STREET
CHESTER, IL
(37.918529, -89.812888)"
161381,SANFORD SHELDON MEDICAL CENTER,118 NORTH 7TH AVENUE,SHELDON,IA,51201,OBRIEN,7123245041,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"118 NORTH 7TH AVENUE
SHELDON, IA
(43.186307, -95.847268)"
190160,GLENWOOD REGIONAL MEDICAL CENTER,503 MCMILLAN ROAD,WEST MONROE,LA,71291,OUACHITA,3183294600,Acute Care Hospitals,Proprietary,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,"503 MCMILLAN ROAD
WEST MONROE, LA
(32.513462, -92.156761)"
200052,NORTHERN MAINE MEDICAL CENTER,194 E MAIN STREET,FORT KENT,ME,4743,AROOSTOOK,2078343195,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,"194 E MAIN STREET
FORT KENT, ME
(47.265068, -68.591177)"
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN,46052,BOONE,7654858000,Acute Care Hospitals,Government - Local,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"2605 N LEBANON ST
LEBANON, IN
(40.076856, -86.475197)"
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,1101 KALISTE SALOOM RD,LAFAYETTE,LA,70508,LAFAYETTE,3377694100,Acute Care Hospitals,Physician,False,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1101 KALISTE SALOOM RD
LAFAYETTE, LA
(30.175866, -92.02802)"
180087,TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,TAYLOR,2704653561,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,"1700 OLD LEBANON ROAD
CAMPBELLSVILLE, KY
(37.366216, -85.339179)"
150006,LA PORTE HOSPITAL,1007 LINCOLNWAY,LA PORTE,IN,46350,LA PORTE,2193261234,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1007 LINCOLNWAY
LA PORTE, IN
(41.609841, -86.723849)"
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350,LA SALLE,8154333100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1100 EAST NORRIS DRIVE
OTTAWA, IL
(41.356417, -88.82536)"
141347,CARLINVILLE AREA HOSPITAL,20733 N BROAD STREET,CARLINVILLE,IL,62626,MACOUPIN,2178543141,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"20733 N BROAD STREET
CARLINVILLE, IL
(39.299642, -89.88163)"
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,DUPAGE,6302755900,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,"3815 HIGHLAND AVENUE
DOWNERS GROVE, IL
(41.819137, -88.01022)"
190241,PHYSICIANS MEDICAL CENTER,218 CORPORATE DRIVE,HOUMA,LA,70360,TERREBONNE,9858531390,Acute Care Hospitals,Proprietary,False,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"218 CORPORATE DRIVE
HOUMA, LA
(29.599963, -90.750148)"
193301,SHRINERS HOSPITALS FOR CHILDREN,3100 SAMFORD AVENUE,SHREVEPORT,LA,71103,CADDO,3182225704,Childrens,Voluntary non-profit - Private,False,True,3,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Below the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"3100 SAMFORD AVENUE
SHREVEPORT, LA
(32.481295, -93.756637)"
170142,"VIA CHRISTI HOSPITAL MANHATTAN, INC",1823 COLLEGE AVE,MANHATTAN,KS,66502,RILEY,7857762831,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1823 COLLEGE AVE
MANHATTAN, KS
(39.203114, -96.598186)"
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,61354,LA SALLE,8152233300,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"925 WEST ST
PERU, IL
(41.328769, -89.125188)"
160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,52245,JOHNSON,3193390300,Acute Care Hospitals,Voluntary non-profit - Church,True,True,5,There are too few measures or measure groups reported to calculate a star rating or measure group score,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"500 E MARKET STREET
IOWA CITY, IA
(41.663541, -91.528653)"
170104,SHAWNEE MISSION MEDICAL CENTER,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,JOHNSON,9136762151,Acute Care Hospitals,Voluntary non-profit - Church,True,True,5,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"9100 W 74TH STREET
SHAWNEE MISSION, KS
(38.995137, -94.69204)"
161375,BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST 5TH STREET,STORM LAKE,IA,50588,BUENA VISTA,7127324030,Critical Access Hospitals,Government - Local,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1525 WEST 5TH STREET
STORM LAKE, IA
(42.644356, -95.222008)"
180088,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,200 EAST CHESTNUT STREET,LOUISVILLE,KY,40202,JEFFERSON,5026298000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"200 EAST CHESTNUT STREET
LOUISVILLE, KY
(38.248213, -85.751133)"
111328,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,WORTH,2297773851,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"807 SOUTH ISABELLA STREET
SYLVESTER, GA
(31.512384, -83.840674)"
190060,LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BLVD,LAKE CHARLES,LA,70601,CALCASIEU,3374943000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,"1701 OAK PARK BLVD
LAKE CHARLES, LA
(30.203461, -93.197295)"
141342,UNION COUNTY HOSPITAL,517 NORTH MAIN STREET,ANNA,IL,62906,UNION,6188334511,Critical Access Hospitals,Proprietary,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"517 NORTH MAIN STREET
ANNA, IL
(37.465305, -89.245019)"
190250,LOUISIANA HEART HOSPITAL,64030 HIGHWAY 434,LACOMBE,LA,70445,SAINT TAMMANY,9856407500,Acute Care Hospitals,Proprietary,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"64030 HIGHWAY 434
LACOMBE, LA
(30.358068, -89.91664)"
110200,NORTHSIDE MEDICAL CENTER,100 FRIST COURT,COLUMBUS,GA,31909,MUSCOGEE,7064942100,Acute Care Hospitals,Proprietary,False,True,5,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"100 FRIST COURT
COLUMBUS, GA
(32.535921, -84.954583)"
210024,MEDSTAR UNION MEMORIAL HOSPITAL,201 EAST UNIVERSITY PARKWAY,BALTIMORE,MD,21218,BALTIMORE CITY,4105542227,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Below the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,"201 EAST UNIVERSITY PARKWAY
BALTIMORE, MD
(39.330382, -76.61438)"
141310,OSF SAINT PAUL MEDICAL CENTER,1401 E 12TH STREET,MENDOTA,IL,61342,LA SALLE,8155397461,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1401 E 12TH STREET
MENDOTA, IL
(41.555187, -89.105497)"
151300,COMMUNITY HOSPITAL OF BREMEN INC,1020 HIGH RD,BREMEN,IN,46506,MARSHALL,5745462211,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1020 HIGH RD
BREMEN, IN
(41.45694, -86.157922)"
161315,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA,52591,KEOKUK,6416222720,Critical Access Hospitals,Voluntary non-profit - Other,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"23019 HIGHWAY 149
SIGOURNEY, IA
(41.322489, -92.205125)"
141331,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,PERRY,6185422146,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,This hospitals star rating only includes data reported on inpatient services,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"900 NORTH WASHINGTON STREET
DU QUOIN, IL
(38.024441, -89.2368)"
190008,TERREBONNE GENERAL MEDICAL CENTER,8166 MAIN STREET,HOUMA,LA,70360,TERREBONNE,9858734141,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"8166 MAIN STREET
HOUMA, LA
(29.598537, -90.714322)"
131322,FRANKLIN COUNTY MEDICAL CENTER,44 NORTH FIRST EAST,PRESTON,ID,83263,FRANKLIN,2088520137,Critical Access Hospitals,Government - Local,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"44 NORTH FIRST EAST
PRESTON, ID
(42.097382, -111.874007)"
210001,MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,HAGERSTOWN,MD,21742,WASHINGTON,2403139500,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Below the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,Same as the national average,Data suppressed by CMS for one or more quarters,"11116 MEDICAL CAMPUS ROAD
HAGERSTOWN, MD
(39.623764, -77.683344)"
